,Category,Correct,OptionA,OptionB,OptionC,OptionD,Questions
606,2.5,b,23,97,9,87,"Direction: In each of the following question, select the related number from the given alternatives. 27 : 3 : : 8 73 : ? "
607,2.5,d,36,45,81,79," Direction: In each of the following question, select the related number from the given alternatives. 6 : 3 4 : : 9 : ? "
608,2.5,b,306,96,314,36," Direction: In each of the following question, select the related number from the given alternatives. 352 : 30 296 : 108 628 : ? "
609,2.5,a,3,2,1,5," Direction: In each of the following question, select the related number from the given alternatives. 9 : 2 4 : : ? : 6 "
610,2.5,b,125,25,27,64," Direction: In each of the following question, select the related number from the given alternatives. 01 : 08 : : 1 6 : ? "
611,2.5,b,143,243,293,183," Direction: In each of the following question, select the related number from the given alternatives. 2 : 32 : : 3 : ? "
612,2.5,a,44,24,26,46," Direction: In each of the following question, select the related number from the given alternatives. 16 : 22 : : 3 6 : ? "
613,2.5,d,22 : 110,18 : 190, 15 : 225,20 : 105," Direction: In each of the following question, select the related number from the given alternatives. 9 : 50 : : ? "
614,2.5,b,40,56,48,52," Direction: In each of the following question, select the related number from the given alternatives. 6 : 42 : : 7 : ? "
615,2.5,d,36,38,40,32," Direction: In each of the following question, select the related number from the given alternatives. 12 : 72 : : 8 : ? "
616,2.5,a,50,48,49,51Q618.," Direction: In each of the following question, select the related number from the given alternatives. 4 : 17 : : 7 : ? "
617,2.5,b,16,8,22,12," Direction: In each of the following question, select the related number from the given alternatives. 4 : 64 : : 2 : ? "
618,2.5,c,52,44,42,43," Direction: In each of the following question, select the related number from the given alternatives. 49 : 56 : : 3 6 : ? "
619,2.5,a,52,68,49,28," Direction: In each of the following question, select the related number from the given alternatives. 4 : 19 : : 7 : ? "
620,2.5,b,525,625,125,137," Direction: In each of the following question, select the related number from the given alternatives. 8 : 8 1 : : 64 :? "
621,2.5,a,138,216,112,413," Direction: In each of the following question, select the related number from the given alternatives. 17 : 102 : : 23 : ? "
622,2.5,c,788,989,789,988," Direction: In each of the following question, select the related number from the given alternatives. 235 : 587 : : 435 : ? "
623,2.5,a,547,414,222,636," Direction: In each of the following question, select the related number from the given alternatives. 414 : 636 : : 325 : ? "
624,2.5,c,144,452,324,204," Direction: In each of the following question, select the related number from the given alternatives. 196 : 256 : : ? : 400 "
625,2.5,a,140,120,110,80," Direction: In each of the following question, select the related number from the given alternatives. 32 : 28 : : 1 60 : ? "
626,2.5,c,514,634,512,486," Direction: In each of the following question, select the related number from the given alternatives. 49 : 343 : : 64 : 2 "
627,2.5,c, 6 : 24,8 : 64, 11 : 143,3 : 81," Direction: In each of the following question, select the related number from the given alternatives. 7 : 77 : : ? "
628,2.5,d,50,49,57,48," Direction: In each of the following question, select the related number from the given alternatives. 7 : 42 : : 8 : ? "
629,2.5,a,3,-1,1,4," Direction: In each of the following question, select the related number from the given alternatives. 1⁄4 : 1/8 : : 2/3 : ? "
630,2.5,d,32,33,34,31," Direction: In each of the following question, select the related number from the given alternatives. 42 : 20 : : 64 : ? "
631,2.5,d,592,942,962,542," Direction: In each of the following question, select the related number from the given alternatives. 4845 : 452 : : 5964 : ? "
632,2.5,c,62793,92637,69237,62973," Direction: In each of the following question, select the related number from the given alternatives. 12593 : 35291 29684 : 46982 72936 : ? "
633,2.5,c,15,6,8,2," Direction: In each of the following question, select the related number from the given alternatives. 6 : 18 : : 4 : ? "
634,2.5,a,8,9,10,11," Direction: In each of the following question, select the related number from the given alternatives. 144 : 13 : : 49 : ? "
635,2.5,b,113,82,97,23," Direction: In each of the following question, select the related number from the given alternatives. 21 : 3 : : 574 : ? "
636,2.5,a,35,40,45,30," Direction: In each of the following question, select the related number from the given alternatives. 6 : 42 : : 5 : ? "
637,2.5,b,28,52,68,49," Direction: In each of the following question, select the related number from the given alternatives. 4 : .19 : : 7 : ? "
638,2.5,b, 6214 - 3122, 9842 - 8421, 8346 - 4623,5926 - 1813," Direction: In each of the following question, select the related number from the given alternatives. 4863 - 2436 : : 8132 - 4261 : : ? "
639,2.5,d,217,317,286,176," Direction: In each of the following question, select the related number from the given alternatives. 556 : 186 : : 951 : ? "
640,2.5,d,64,81,212,125," Direction: In each of the following question, select the related number from the given alternatives. 8 : 64 : : 27 : ? "
641,2.5,d,36,12,8,42," Direction: In each of the following question, select the related number from the given alternatives. 4 : 20 : : 6 : ? "
642,2.5,c,8,12,16,20," Direction: In each of the following question, select the related number from the given alternatives. 27 : 9 : : 64 : ? "
643,2.6,a, FACE, CAEF, CEFA, FEAC," Direction: In each of the following questions, select the related letter from the given alternatives. TALE : LATE : : ? : CAFE "
644,2.6,a, YVRM, WTPK, XWTP, ZXVT," Direction: In each of the following questions, select the related letter from the given alternatives. ADHM : ZWSN : CFJO :? "
645,2.6,a, DQSF, FSHU, SHFU, DSQF," Direction: In each of the following questions, select the related letter from the given alternatives. BOQD : ERTG : : ANPC : ? "
646,2.6,d,YUQM, XURO, YXWV, YTOJ," Direction: In each of the following questions, select the related letter from the given alternatives. AFKP : ZUPK : : BGLQ : ? "
647,2.6,c, NJXK, LKXM, NIXK, OIYM," Direction: In each of the following questions, select the related letter from the given alternatives. BVSC : YEHX : : MRCP : ? "
648,2.6,a, GJMP, GMJP, JGMP, JGPM," Direction: In each of the following questions, select the related letter from the given alternatives. EGIK : FILO : : FHJL : ? "
649,2.6,d, NRTX, ORVX, NQSU, NQTW," Direction: In each of the following questions, select the related letter from the given alternatives. ACEG : NPRT : : ADGJ : ? "
650,2.6,a,TVSU, VTUS, TVUS, SUVT," Direction: In each of the following questions, select the related letter from the given alternatives. FHEG : JLIK : : PROQ : ? "
651,2.6,c, JQKO, KPOL, KPLO, KOLP," Direction: In each of the following questions, select the related letter from the given alternatives. AZBY : DWEV : : HSIR : ? "
652,2.6,d, BGL, BLQ, BGQ, BLV," Direction: In each of the following questions, select the related letter from the given alternatives. AKU : ? : : CMW : DNX "
653,2.6,a,XVTR, BDFH, ECGI, SQON," Direction: In each of the following questions, select the related letter from the given alternatives. EGIK : WUSQ : : DFHJ : ? "
654,2.6,a, FVMC, DTKA, FUNC, GVND," Direction: In each of the following questions, select the related letter from the given alternatives. RED : EFS : : BLUE : ? "
655,2.6,d, FOX, ANIMAL, WOOD, FLOW," Direction: In each of the following questions, select the related letter from the given alternatives. PARTS : STRAP : : WOLF : ? "
656,2.6,d, STUV, TUSV, STVU, SVTU," Direction: In each of the following questions, select the related letter from the given alternatives. ADBC : WZXY : : EHFG : ? "
657,2.6,c, MLKJ, PLHD, XVTR, FGHI," Direction: In each of the following questions, select the related letter from the given alternatives. JLNP : OMKI : : SUWY : ? "
658,2.6,c,ADGF, HDGE, HDGF, HEGF," Direction: In each of the following questions, select the related letter from the given alternatives.FILM : ADGH : : MILK : ? "
659,2.6,a, EGQU, EIQW, ELPV, EIOU," Direction: In each of the following questions, select the related letter from the given alternatives. BJNT : CIOS : : DHPV : ? "
660,2.6,d, LMOR, OMNS, KMOQ, OMNQ," Direction: In each of the following questions, select the related letter from the given alternatives. KIJM : QOPS : : MKLO : ? "
661,2.6,d,QRUW, JLMP, WXAC, XZBD," Direction: In each of the following questions, select the related letter from the given alternatives. ACEG : IKMO : : PRTV : ? "
662,2.6,c, PRJQ, RPJB, PRHR, RZWR," Direction: In each of the following questions, select the related letter from the given alternatives. CLOSE : DNRWJ : : OPEN : ? "
663,2.6,a, UEBGM, EUBGM, BGMEU, BGMUE," Direction: In each of the following questions, select the related letter from the given alternatives. DRIVEN : EIDRVN : : BEGUM : ? "
664,2.6,b, MLSR,NMRQ, ONTS,QPUT," Direction: In each of the following questions, select the related letter from the given alternatives. DCHG : LKQP : : FEJI : ? "
665,2.6,d, IQJ,CAD, ZBY,UWT," Direction: In each of the following questions, select the related letter from the given alternatives. CAD : FDG : : XZW : ? "
666,2.6,c, HOGST,HOGTS, HGSOT,HGOST," Direction: In each of the following questions, select the related letter from the given alternatives. NUMBER : UNBMRE : : GHOST : ? "
667,2.6,d, WJHV,WJVH, JWVH,JWHV," Direction: In each of the following questions, select the related letter from the given alternatives. SKIP : RIFL : : KYKZ : ? "
668,2.6,b,TQMK, ROLI, ZVTQ, ADGJ," Direction: In each of the following questions, select the related letter from the given alternatives. HKNQ : GDAX : : SVYB : ? "
669,2.6,b, S G H M J, U I J O L, U H N K I, U J K P M," Direction: In each of the following questions, select the related letter from the given alternatives. REASON : SFBTPO : : THINK : ? "
670,2.6,c,TXWU, T X U W, T U X W, T V W X," Direction: In each of the following questions, select the related letter from the given alternatives. BCFE : HILK : : NORQ : ? "
671,2.6,a,GTHS, GHTS, G S T H, T G S H," Direction: In each of the following questions, select the related letter from the given alternatives. A Z B Y : C X D W : : E V F U : ? "
672,2.6,c,XBDF, MOQS, YACE, BDFH,"Direction: In each of the following questions, select the related letter from the given alternatives. ACEG : IKMO : : QSUW : ? "
673,2.6,c, GJIK, GIHJ, HKJL, HJIK," Direction: In each of the following questions, select the related letter from the given alternatives. EHGI : LONP : ORQS "
674,2.6,c,XVSQ, XWUT, XURO, XUSP," Direction: In each of the following questions, select the related letter from the given alternatives. BEHK : YVSP : : CFIL : ? "
675,2.6,c,YVRM, WSPK, XUQL, ZXVT," Direction: In each of the following questions, select the related letter from the given alternatives. ADHM : ZWSN : : CFJO : ? "
676,2.6,d,VUSQ, VTRP, VRPM, VTQM," Direction: In each of the following questions, select the related letter from the given alternatives. ACFJ : ZXUQ : : EGJN : ? "
677,2.6,a, NCDQWT, NDERWT, NBCRWT, NEDRWT," Direction: In each of the following questions, select the related letter from the given alternatives. MASTER : OCUVGT : : LABOUR :? "
678,2.6,a, STUV, ZYXW, VUTS, WXZY," Direction: In each of the following questions, select the related letter from the given alternatives. ABCD : WXYZ : : EFGH : ? "
679,2.6,a,JEBAT, JECAT, JEDAT, JEDAD," Direction: In each of the following questions, select the related letter from the given alternatives. WRITE : JEVGR : : WRONG : ? "
680,2.6,d,ZUPK, AFKP, AEIM, YTOJ," Direction: In each of the following questions, select the related letter from the given alternatives. EJOT : VQLG : : BGLQ : ? "
681,2.6,a,UTXU, TUUX, UXTU, UUTX," Direction: In each of the following questions, select the related letter from the given alternatives. DEAD : WVZW : : FGCF : ? "
682,2.6,d,OZPL, KOVZ, PMKZ, VJOZ," Direction: In each of the following questions, select the related letter from the given alternatives. PCWL : REXM : : THNY : ? "
683,2.6,c,NMOP, NMPO, MNPO, MNOP," Direction: In each of the following questions, select the related letter from the given alternatives. QPRS : TUWV : : JIKL : ? "
684,2.6,a,MOOQ, NOOP, MPPQ, NPPR," Direction: In each of the following questions, select the related letter from the given alternatives. ACCE : EGGI : : IKKM : ? "
685,2.6,d, GEDF, GFED, GFDC, GFDEQ687.," Direction: In each of the following questions, select the related letter from the given alternatives. SRPQ : ONLM ; : KJHI : ? "
686,2.6,d, FFGH, CEFE, WXXZ, TWW," Direction: In each of the following questions, select the related letter from the given alternatives. IKKL : JLLM : : SUUV : ? "
687,2.6,d,STERS, TRSES, SRSET, SRTSE," Direction: In each of the following questions, select the related letter from the given alternatives. FIGUR : FGIRU : : STRES : ? "
688,2.6,b, RSU : VXY, QRT : UVX, KLN : QPR, GHI : JKQ," Direction: In each of the following questions, select the related letter from the given alternatives. IJL : MNP : : ? "
689,2.6,a, GTSH, GSTH, GSHT, GSPH," Direction: In each of the following questions, select the related letter from the given alternatives. AZYB : CXWD : EVUF : ? "
690,2.6,b, CRH, BRH, BSG, BSH," Direction: In each of the following questions, select the related letter from the given alternatives. MAT : NCW : : APE : ? "
691,2.6,a, SVTU, STUV, TUSV,STVU," Direction: In each of the following questions, select the related letter from the given alternatives. ADBC : : WZXY : : EHFG : ? "
692,2.6,b, TOPPEN, TOPNEP, POPTEN, POPNET," Direction: In each of the following questions, select the related letter from the given alternatives. KITCAT : CATTIK : : PENTOP : ? "
693,2.6,a, BJB, BBC, DBB, CBZ," Direction: In each of the following questions, select the related letter from the given alternatives. UH : KKI : : CIA : ? "
694,2.6,d,JGMP, JGPM, GJPM, GJMP," Direction: In each of the following questions, select the related letter from the given alternatives. EGIK : FILO : : FHJL : ? "
695,2.6,b, EUBGM, MGBEU, BGMEU, UEBGM," Direction: In each of the following questions, select the related letter from the given alternatives. DRIVE : EIDRV : : BEGUM : ? "
696,2.6,a, YVRM, WSPK,XWTP, ZXVT," Direction: In each of the following questions, select the related letter from the given alternatives. ADHM : ZWSN : : CFJO : ? "
697,2.6,a, EVGT, FVGT, EGVT, FGVT," Direction: In each of the following questions, select the related letter from the given alternatives. BYDW : FUHS : : AZCX : ? "
698,2.6,c,YRIW, NIAR, MRZI, QAIM," Direction: In each of the following questions, select the related letter from the given alternatives. BIRD : WIRY : : RAIN : ? "
699,2.6,a, GSHT, GHST(, SHGT, MVGT," Direction: In each of the following questions, select the related letter from the given alternatives. AYBZ : CWDX : : EUFV : ? "
700,2.6,d,IHGF, STUV, SRQP, NMOP," Direction: In each of the following questions, select the related letter from the given alternatives. DCEF : QPRS : : XWYZ : ? "
701,2.6,c, GRFP,IPKM, IPKN,GRJP," Direction: In each of the following questions, select the related letter from the given alternatives. AZCX : BYDW : : HQJO : ? "
702,2.6,b, USGA,UESG, VUES,SUEG," Direction: In each of the following questions, select the related letter from the given alternatives. QIOK : MMKO : : YAWC : ? "
703,2.6,a, DEF/O, DEF/N, EDF/O,DEF/M," Direction: In each of the following questions, select the related letter from the given alternatives. ABC/F : BCD/I : : CDE/L : ? "
704,2.6,b, OREESD, ORESED, REOSDE, ERODSE," Direction: In each of the following questions, select the related letter from the given alternatives. EXCUSE : CXEESU : : ERODES : ? "
705,2.6,b, DBB, BJB, CBZ, BBZ," Direction: In each of the following questions, select the related letter from the given alternatives. UH : KKI : : CIA : ? "
706,2.6,c,SPRT, TSQU, TQSU, SPTR," Direction: In each of the following questions, select the related letter from the given alternatives. CFDB : XUWY : : GJHF : ? "
707,2.6,c, EGF, GHF, FHG, HGF," Direction: In each of the following questions, select the related letter from the given alternatives. KML : NPO : : CED : ? "
708,2.6,a, BEHK, EHKM, DGJN, QTVZ," Direction: In each of the following questions, select the related letter from the given alternatives. ADGJ : MPSV : : ? : NQTW "
709,2.6,d, TOTPOP, TOTPIP, TITPOP, TOPTIP," Direction: In each of the following questions, select the related letter from the given alternatives. UPSET : SETUP : : TIPTOP : ? "
710,2.6,c, ESQ, GST, HSQ, EST," Direction: In each of the following questions, select the related letter from the given alternatives. BYW : DWU : : FUS : ? "
711,2.6,c, MLKI, PLHD, XVTR, PGHI," Direction: In each of the following questions, select the related letter from the given alternatives. JLNP : OMKI : : SUWY : ? "
712,2.6,c, HOGST, HOGTS, HGOTS, HGSOT," Direction: In each of the following questions, select the related letter from the given alternatives. NUMBER : UNBMRE : : GHOST : ? "
713,2.6,c, HJLN, NQST, PSVY, RTVX," Direction: In each of the following questions, select the related letter from the given alternatives. CFIL : ORUX : : DGJM : ?"
714,2.6,c,JGDA, ROLI, WTQN, ZWTQ," Direction: In each of the following questions, select the related letter from the given alternatives. BEHK : YVSP : : DGJM : ? "
715,2.6,d,WYTS, SVWY, VTWY, YSUW," Direction: In each of the following questions, select the related letter from the given alternatives. MKQO : LNPR : : ? : XVTZ "
716,2.6,b, TCEOBJ, OBJECT, CEJBOT, REJECT," Direction: In each of the following questions, select the related letter from the given alternatives. TEKCAR : RACKET : : TCEJBO : ? "
717,2.6,d, KNML, RSTU, HIGJ, MLKN," Direction: In each of the following questions, select the related letter from the given alternatives. JIHK : PONQ : : WVUX : ? "
718,2.6,d, OOPG, MMPQ,XXYZ, QQST," Direction: In each of the following questions, select the related letter from the given alternatives. UUWX : WWYZ : : OOQR : ? "
719,2.6,a,DWUH, WUHC, UHDW, HUVN," Direction: In each of the following questions, select the related letter from the given alternatives. BIMN : CKPR : : CURD : ? "
720,2.6,c,TXWU, TXUW, TUXW, TUWX," Direction: In each of the following questions, select the related letter from the given alternatives. BCFE : HILK : : NORQ : ? "
721,2.6,d, LRBAGEA, BARLAGE, LERAGBA, LERABGA," Direction: In each of the following questions, select the related letter from the given alternatives. NUMERAL : UEALRMN : : ALGEBRA : ? "
722,2.6,d, RQTS,QTRC, TRQS,RTQS," Direction: In each of the following questions, select the related letter from the given alternatives. BDAC : FHEC : : NPMO : ? "
723,2.6,b, KLMJ, KLMN,IUVW, STUW," Direction: In each of the following questions, select the related letter from the given alternatives. FGHI : OPQR : : BCDE : ? "
724,2.6,a, OMKI,RSTU, QSRC,RPOM," Direction: In each of the following questions, select the related letter from the given alternatives. PNLJ : IGEC : : VTRP : ? "
725,2.6,b, KNCDSGSU, KMDFEGSU, KMDFEGUS, KMDEFGUS," Direction: In each of the following questions, select the related letter from the given alternatives. LOCKER : KMNPBDJLDFQS : : LEFT : ? "
726,2.6,a, DFHJ,FHJL, JLNP,RTVX," Direction: In each of the following questions, select the related letter from the given alternatives. YWUS : BDFH : : WUSQ : ? "
727,2.6,a,DGFE,RUST, QRST,ZYXW," Direction: In each of the following questions, select therelated letter from the given alternatives. ADCB : KNML : : EHGF : ? "
728,2.6,c, QRST, QRTS, QRSU, QRSV," Direction: In each of the following questions, select the related letter from the given alternatives. BCDF : GHIK : : LMNP : ? "
729,2.6,a,STUV, ZYXW, VUTS, WXYZ," Direction: In each of the following questions, select the related letter from the given alternatives. ABCD : WXYZ : : EFGH : ? "
730,2.6,d,NINP, BAJP, JPCH, BJJP," Direction: In each of the following questions, select the related letter from the given alternatives. RIDE : LNBE : : HELP : ? "
731,2.6,d, RSTU, JKLM, HIJK, PQRS," Direction: In each of the following questions, select the related letter from the given alternatives. BCDE : LMNO : : FGHI : ? "
732,2.6,b,feer, free, fere, efre," Direction: In each of the following questions, select the related letter from the given alternatives. Earn : near : : reef : ? "
733,2.6,a, DFHJ, EGIK, EGIH, DHIK," Direction: In each of the following questions, select the related letter from the given alternatives. ACEG : BDFH : : CEGI : ? "
734,2.6,c,HGOSTS, HOGSTS, HGSOST, HGSOTS," Direction: In each of the following questions, select the related letter from the given alternatives. NUMBER : UNBMRE : : GHOSTS : ? "
735,2.6,c, FHKN, FGKN, FILO, FLIO," Direction: In each of the following questions, select the related letter from the given alternatives. BDFH : CFIL : : EGIK : ? FHKN "
736,2.6,c, ACEG, ADGH, MPSV, LMNO," Direction: In each of the following questions, select the related letter from the given alternatives. HKNQ : ADGJ : : ORUX : ? "
737,2.6,d,TSR, HIJ, SRT, JIH," Direction: In each of the following questions, select the related letter from the given alternatives. BCD : QPO : : EFG : ? "
738,2.6,d,STUV, TUSV, VTSU, VUTS," Direction: In each of the following questions, select the related letter from the given alternatives. ABCD : HGFE : : OPQR : ? "
739,2.6,b,SUVX, UVXY,STUV, UWYZ," Direction: In each of the following questions, select the related letter from the given alternatives. ABDE : HIKL : : NOQR : ? "
740,2.6,b, GIKL, XZBD, OPQR, BDFGQ742.," Direction: In each of the following questions, select the related letter from the given alternatives. BDFH : IKMO : : QSUW : ? "
741,2.6,a,ACEG, ZBDF, MOQS, UWYA," Direction: In each of the following questions, select the related letter from the given alternatives. CEGI : KMOQ : : SUWY : ? "
742,2.6,d,JMO, ZAD, OQT, UWA," Direction: In each of the following questions, select the related letter from the given alternatives. ACF : PRU : : EGK : ? "
743,2.6,a, KMOQ, RPNI, KNPR, JLNP," Direction: In each of the following questions, select the related letter from the given alternatives. GECA : BDFH : : PNLJ : ? "
744,2.6,d, JKNP, KLNQ, JKMN, KLOP," Direction: In each of the following questions, select the related letter from the given alternatives. ABEF : IJMN : : CDGH : ? "
745,2.6,d,glaa, gaal, laga, gala," Direction: In each of the following questions, select the related letter from the given alternatives. acme : mace : : alga : ? "
746,2.6,b, pot, opt, tpo, pto," Direction: In each of the following questions, select the related letter from the given alternatives. ate : tea : : top : ? "
747,2.6,c,heac, heca, each, ceha," Direction: In each of the following questions, select the related letter from the given alternatives. item : mite : : ache : ? "
748,2.6,d, HNUGRY, UNHGYR, YRNGUH, UHNGYR," Direction: In each of the following questions, select the related letter from the given alternatives. NATION : ANTINO : : HUNGRY : ? "
749,2.6,a,VWXU, EFHG, SRTU, QSRP," Direction: In each of the following questions, select the related letter from the given alternatives. BCDA : STUR : : KLMJ : ? "
750,2.6,d, UTOPTU, UOTUPT, TUOUTP, TUOTUP," Direction: In each of the following questions, select the related letter from the given alternatives. EIGHTY : GIEYTH : : OUTPUT : ? "
751,2.6,c,SQN, QON, QOM, QNL," Direction: In each of the following questions, select the related letter from the given alternatives. RUX : TRP : : BEH : ? "
752,2.6,d,UVW, ABC, FED, DEF," Direction: In each of the following questions, select the related letter from the given alternatives. XZY : WVU : : CAB : ? "
753,2.6,b,PQRS, TSRQ, SRQP, GFED," Direction: In each of the following questions, select the related letter from the given alternatives. QPON : MLKJ : : XWVU : ? "
754,2.6,a, GFED, EFGH, DEFG, FEDC," Direction: In each of the following questions, select the related letter from the given alternatives. NOPQ : MLKJ : : HIJK :? "
755,2.6,a, Eat, Mat, Pat, Hat," Direction: In each of the following questions, select the related letter from the given alternatives. Bat : Cat : : ? : Fat "
756,2.6,d,MOst, TeNt, PaTH, WorK," Direction: In each of the following questions, select the related letter from the given alternatives. DumB : BonD : : RusT : ? "
757,2.6,a,FHJL, FLJH, HFLJ, JLHF," Direction: In each of the following questions, select the related letter from the given alternatives. LNPR : TUXZ : : NPRT : ? "
758,2.6,b, PRATS, PARTS, TRAPS, SPART," Direction: In each of the following questions, select the related letter from the given alternatives. DEVIL : LIVED STRAP : ? "
759,2.6,d, SIGHT, FIGHT, MIGHT, LIGHT," Direction: In each of the following questions, select the related letter from the given alternatives. HOUSE : GNTRD : : ? : KHFGS "
760,2.6,c, ORMLAN, ONRMLA, ONMRLA, ONMRAL," Direction: In each of the following questions, select the related letter from the given alternatives. METAPHOR : EMATHPRO : : NORMAL : ? "
761,2.6,b, BROW, DRAW, CRAW, SLAW," Direction: In each of the following questions, select the related letter from the given alternatives. WOLF : FLOW : WARD : ? "
762,2.6,b,XRIKL, YIZRM, OPRST, ASQMI," Direction: In each of the following questions, select the related letter from the given alternatives. GRAIN : TIZRM : : BRAIN : ? "
763,2.6,b,UVHJOQ, SUHJOQ, USJHQO, SUJHOQ," Direction: In each of the following questions, select the related letter from the given alternatives. CUT : BDTVSU : : TIP : ? "
764,2.6,d, OQ,PQ, QR,OR," Direction: In each of the following questions, select the related letter from the given alternatives. AC : CF : : MO : ? "
765,2.6,b, KLM, MLK, MKL, LMK," Direction: In each of the following questions, select the related letter from the given alternatives. BCD : GFE : : HIJ : ? "
766,2.6,c,NMOP, NMPO, MNPO, MNOP," Direction: In each of the following questions, select the related letter from the given alternatives. QPRS : TUWV : : JIKL : ? "
767,2.6,a,JQKP, KPLO, YBXC, TGSH," Direction: In each of the following questions, select the related letter from the given alternatives. AZBY : CXDW : HSIR : ? "
768,2.6,b,GOXF(, FOXG, GOXG, FNWG," Direction: In each of the following questions, select the related letter from the given alternatives. DMVE : ? HQZI : JSBK "
769,2.6,c, MN, JW,MZ,IV," Direction: In each of the following questions, select the related letter from the given alternatives. AN : BO : : LY : ? "
770,2.6,b,TVX, TUX,XVT, SUW," Direction: In each of the following questions, select the related letter from the given alternatives. ACE : HIL : : MOQ : ? "
771,2.6,c,BDHF, BDFZ, ZBDF, YZAB," Direction: In each of the following questions, select the related letter from the given alternatives. BDFH : JLNP : : RTVX : ? "
772,2.6,a,XVY, V T R,T R P, V U W," Direction: In each of the following questions, select the related letter from the given alternatives. NLO : RPS : : V T W : ? "
773,2.6,d, CNPQ, ENPS, EPNS, CPNS," Direction: In each of the following questions, select the related letter from the given alternatives. BELL : AFKM : : DOOR : ? "
774,2.6,c, MLKJ, PLHD,XVTR, FGHI," Direction: In each of the following questions, select the related letter from the given alternatives. JLNP : OMKI : : SUWY : ? "
775,2.6,c,QSO,QRS, OQS, LMO," Direction: In each of the following questions, select the related letter from the given alternatives. VXZ : JLN : : GIK : ? "
776,2.6,d,IJRQ, KLPO, MNST, GHTS," Direction: In each of the following questions, select the related letter from the given alternatives. ABZY : CDXW : : EFVU : ? "
777,2.6,c, HOGST, HOGTS, HGOTS, HGSOT," Direction: In each of the following questions, select the related letter from the given alternatives. NUMBER : UNBMRE : : GHOST :? "
778,2.6,d, PRECTOC, RECTROC, ECTRORC, RECTCOR," Direction: In each of the following questions, select the related letter from the given alternatives. UNDATED : ATEDUND : : CORRECT : ? "
779,2.6,a,EHJR, EIJR, EHKQ, DHKQ," Direction: In each of the following questions, select the related letter from the given alternatives. AEHN : BGKR : : DFGN : ? "
780,2.6,b,VTXZ, TVXZ,TVZX, SVZX," Direction: In each of the following questions, select the related letter from the given alternatives. NJMP : PLOR : : RTVX : ? "
781,2.6,c,BATLE, EBATL, ELBAT, ELTAB," Direction: In each of the following questions, select the related letter from the given alternatives. CHAIR : RIAHC : ; TABLE : ? "
782,2.6,d, FEG, EGF, FGH, EFG," Direction: In each of the following questions, select the related letter from the given alternatives.LKJ : MNO : : DCB : ? "
783,2.6,a,STUV, STOU, STUE, TSUV," Direction: In each of the following questions, select the related letter from the given alternatives. ABCD : WXYZ : : EFGH : ? "
784,2.6,d,BIQV, DIPQ, DHQU, BIQU," Direction: In each of the following questions, select the related letter from the given alternatives. FLRX : EJOT : : CKTY : ? "
785,2.6,c,ZUTR, ZVSP, ZWTQ, ZWXZ," Direction: In each of the following questions, select the related letter from the given alternatives. BEHK : YVSP : : ADGJ : ? "
786,2.6,c, BHNY, STUV, FLRX, MNOP," Direction: In each of the following questions, select the related letter from the given alternatives. AGMS : CIQU : : DJPV : ? "
787,2.6,a, CLL, CLM, CML, CEP," Direction: In each of the following questions, select the related letter from the given alternatives. CAT : DDY : : BIG : ? "
788,2.6,b, SLR, SLU, SSU, SUS," Direction: In each of the following questions, select the related letter from the given alternatives. KMF : LLH : : RMS : ? "
789,2.6,b,JKLNP, LNPR, MNPQ, DFHI," Direction: In each of the following questions, select the related letter from the given alternatives. CEGI : RTVX : : IKMO : ? "
790,2.6,b, LNPR, PRSU, STVW, RUWZ," Direction: In each of the following questions, select the related letter from the given alternatives. ACDF : MOPR : : TVWY : ? "
791,2.6,b,HIJK, CEGI, EGJL, CFGI," Direction: In each of the following questions, select the related letter from the given alternatives. BDFH : JLNP : : ? : KMOQ "
792,2.6,c, DWAR, DWOR, DRAW, DROW," Direction: In each of the following questions, select the related letter from the given alternatives. DAM : MAD : : WARD : ? "
793,2.6,d, BL, AA, HR, FC," Direction: In each of the following questions, select the related letter from the given alternatives. AL : CN : : DA :? "
794,2.6,a,XYZ, BCA, YZX, XZY," Direction: In each of the following questions, select the related letter from the given alternatives. ABC : ZYX : : CBA :? "
795,2.6,d,AYBZ, EVFU, BYAZ, XCWD," Direction: In each of the following questions, select the related letter from the given alternatives. AZBY : ZAYB : : CXDW : ? "
796,2.6,a, PY, FP, El, RU,"Direction: In each of the following questions, select the related letter from the given alternatives. BC : DI : : DE : ? "
797,2.6,a,WUS, WVU, WVT, WUT," Direction: In each of the following questions, select the related letter from the given alternatives. ACE : KIG : : MOQ : ? "
798,2.6,b, QPRS, STRQ, PQNO, NMKL," Direction: In each of the following questions, select the related letter from the given alternatives. DCEF : WXVU : : KJLM : ? "
799,2.6,b, EZ, EY,DF, EX," Direction: In each of the following questions, select the related letter from the given alternatives. BD : Cl : : DP : ? "
800,2.6,a,SUW, STU,STW, SVW," Direction: In each of the following questions, select the related letter from the given alternatives. ACE : GIK : : MOQ : ? "
801,2.6,a,ZXVT, LNPR, MOQS, TVXZ," Direction: In each of the following questions, select the related letter from the given alternatives. EGIK : LJHF : : SUWY : ? "
802,2.6,a,UX,TU, RV, XU," Direction: In each of the following questions, select the related letter from the given alternatives. RT : WZ : : PR : ? "
803,2.6,d, CEG, MOP, QRV, GIL," Direction: In each of the following questions, select the related letter from the given alternatives. ACF : JLO : : UWZ : ? "
